S,D1,D2,D3,D4,D5,D6,D7,C
R,8.31,2.46,0.99,0,0,0,0,N
R,0,0,0,0,0,0,0,Y
R,0,0,0,0,0,0,0,Y
R,0,0,0,0,0,0,0,Y
R,0,0,0,0,0,0,0,Y
R,0,0,64.9,276.17,237.59,0,0,N
R,2.37,0,0,0,2.71,0.9,0,N
R,7.07,7.06,0,0,0,0,0,N
R,18.74,0,0,0,0,0,0,N
R,0,5.86,370.56,0,0,0,0,N
R,517.47,454.72,879.74,668.66,188.64,353.78,13.26,N
R,1.5,0,0,0,0,0,0,N
PF,0,0,0,0,0,0,0,Y
R,11.76,39.5,70.72,30.8,35.92,33.72,31.1,N
R,7.4,0,0,2.23,0.88,0.22,0.66,N
F,0,0,0,0,0,0,0,Y
F,0,0,0,0,0,0,0,Y
R,0,0,0,0,25.68,35.55,31.7,N
R,0,0,0,0,0,0,0,Y
R,0,0,0,0,0,0,0,Y
R,0.69,0.12,0,12.01,0.04,0,1.77,N
R,0,0,0,0,0,0,0,Y
R,0,832.12,0,0,0,0,0,N
PF,0,0.24,0,0,0,0,0,N
R,0,0,0,27.74,3.75,0,0,N
R,0,84.65,0,510.8,77.96,479.41,401.2,N
F,0,0,0,0,0,0,0,Y
R,53.37,34.85,54.76,54.53,76.33,46,6.51,N
R,14.98,107.94,14.99,29.99,0,0,0,N
R,0,0,0,0,0,0,0.76,N
F,0,0,0,0,0.04,0,0,N
R,0,438.16,473.04,0,0,178.95,275.53,N
R,56.63,14.48,27.74,3.96,0,0,0,N
R,0,0,0,0,0,0,0,Y
R,0,0,0,0,0,0,0,Y
R,12.72,3.85,11.93,10.18,2.66,6.95,6.86,N
F,0,0,0,74.93,374.65,0,0,N
F,0,0,0,0,0,0,0,Y
F,0,121.61,18.76,11.31,31.34,117.68,303.07,N
R,0,461.06,0,180.03,307.82,103.84,97.48,N
F,0,4.67,0,0,0,0,0,N
R,74.63,202.12,323.44,199.5,75.11,193.26,80.29,N
F,8.47,0,0,0,0,0,0,N
R,0,0,0,0,0,0,0,Y
R,0,0,0,0,0,0,0,Y
R,1249.87,41.97,124.09,119.1,364.13,579.36,1015.64,N
R,0,0,29.98,0,6.88,12.93,31.67,N
R,0,0,1.42,7.49,0,0,0,N
R,0,0,0,0,0,0,0,Y
R,22.8,18.18,2.28,6.08,30.36,12.67,1.73,N
R,0,0,0,0,1050.49,512.07,455.38,N
F,0,0,0,0,0,0,0,Y
R,24.04,0,0,0,0,0,111.06,N
R,64.39,104.51,60.8,11.8,147.85,239.93,50.48,N
R,0,0,0,0,0,14.98,0,N
R,0,0,0,0,0,0,0,Y
R,0,0,0,0,0,0,0,Y
R,0,0,0,0,0,0,0,Y
R,0,8.55,12.93,4.17,0,0,0,N
R,18.98,0.76,31.16,34.19,0.42,0,0,N
F,2634.12,74.93,0,0,0,0,0,N
F,0,0,0,0,0,0,0,Y
F,0,0,0,0,0,0,97.41,N
R,374.65,0,299.72,299.72,599.68,224.79,0,N
R,0,0,0,0,0,0,0,Y
R,0,0,0,0,0,11.31,3.04,N
F,7.62,1.32,4.8,0,0,0,0,N
R,0,0,0,0,0,0,0,Y
R,0,0,0,0,0,0,0,Y
R,0,0,0,0,0,0,0,Y
R,18.75,24,11.25,0,3.75,15,23.25,N
R,0,0,0,0,0,0,0,Y
R,4812.08,1624.14,5197.55,4644.77,8998.97,4512.82,11993.57,N
R,0,0,0,1.5,0,0,10.5,N
R,0.88,2.31,0,1.26,1.89,1.2,1.52,N
R,0,0,0,0,0,0,0,Y
R,0,14.99,0,14.99,0,14.99,18.77,N
F,0,0,22.45,0,19.53,40.4,17.16,N
R,0,0,0,0,0,0,0,Y
F,0,0,0,0,0,0,0,Y
F,0,0,0,0,0,0,0,Y
R,11.16,0,0,1462.77,0,0,0,N
R,1197.39,0,2875.36,0,0,6601.24,0,N
R,0,0,0,0,0,0,0,Y
F,0,0.47,0,3.78,4.36,1.62,0,N
R,1.35,0,0,0,0,0.08,0,N
F,18.61,9.34,5.03,0,0,0,1.19,N
R,0,0,14.3,23.39,26.59,21.85,11.97,N
R,5.16,2.05,0,0.62,0,0,7.67,N
R,0,0,0,0,0,0,0,Y
F,55.99,6.77,0,0,0,0,0,N
R,0,0,0,0,0,0,0,Y
R,0,886.92,3098.84,455.07,1178.97,352.35,307.49,N
R,98.53,0,0,0,0,0,0,N
R,0,0,0,0,0,0,0,Y
R,0,0,0,0,0,0,0,Y
R,2864.96,1967.76,3179.75,0,0,0,0,N
R,260.38,0,0,79.04,23.31,0,87.73,N
R,0,0,0,10.81,0,0,0,N
R,0,0,0,0,0,0,0,Y
R,0,6.52,0,0,0,0,0,N
R,0,0,0.57,0,0,0.96,0,N
R,0,0,7.63,191.72,0.24,0,0,N
F,0.76,33.13,0,57.13,46.48,21.94,4.4,N
R,0,0,0.24,0,0,0,0,N
R,0,0,0,0,0,0,0,Y
R,9.82,2330.03,473.51,831.32,0,0,0,N
R,923.72,688.09,315.98,951.63,1194.54,589.97,255.01,N
PF,0,17.25,0,0,0,15,99,N
R,0,0,0,0,0,0,0,Y
R,0,0,0,0,0,0,0,Y
R,0,0,0.85,0,0,0,0,N
R,0,0,0,0,0,0,112.32,N
R,15.71,46.28,20.13,0,31.67,43.4,33.17,N
F,0,0,0.56,0.81,0,0,0,N
R,0,0,0,0,0,0,0,Y
R,0,0,0,601.8,848.27,0,0,N
R,0,0,0,0,0,0,3.75,N
R,0,0,0,0,0,0,0,Y
R,83.46,221.33,391.07,166.99,152.67,589.2,114.13,N
R,7.52,0,0,0,0,0,0,N
R,0,0,0.2,0,0,0,0,N
R,0,0,0,0,14.99,14.99,0,N
R,0,0,0,0,0,0,0,Y
F,0,0,0,0,0,0,0,Y
PF,0,0,0,0,0,0,0,Y
F,0,0,0,0,0,0,0,Y
R,0,0,0,0,0,0,0,Y
R,255.83,0,0,58.48,0,0,8.26,N
R,0,0,0,0,0,0,0,Y
R,65.83,436.64,70.14,55.48,240.37,1071.45,241.24,N
R,0,0,0,0,0,0,0,Y
R,0,0,0,0,0,0,0,Y
R,0,24.39,24.6,65.67,18.83,23.67,24.47,N
R,0,0,0,0,0,0,0,Y
R,0,0,0,0,0,0,0.59,N
F,0,0,0,0,0,0,0,Y
R,1.5,541.33,889.96,516.91,1305.48,226.39,38.02,N
R,0,0,0,0,0,0,0,Y
R,0,0,0,1.69,9.55,0,4.66,N
R,0,0,10.36,0,10.54,0.39,7.47,N
R,40.26,7.45,0,27.69,15.54,2.66,9.66,N
R,0,0,121.72,0,0,406.61,1665.12,N
R,200.6,176.08,14.99,0,354.29,0,0,N
F,29.35,107.06,80.1,99.08,51.84,0,0.91,N
R,1626.9,5483.92,5850.54,8048.67,8229.14,7398.71,3060.9,N
R,0,0,0,0,0,0,0,Y
R,12.36,14.5,5.13,16.82,13.71,13.17,18.83,N
R,0.29,0,0,0,0,0,0,N
R,0,0,0,0,0,0,0,Y
R,243.53,454.64,0,706.65,156.61,224.81,273.33,N
R,0,0,0,0,0,0,0,Y
R,0,0,0,0,0,24.94,0,N
R,4.18,5.66,0,0,2.33,0,5.21,N
R,1.5,0,18.01,0,0,0,0,N
R,0,0,0,0,0,0,0,Y
R,0,0,0,0,0,0,0,Y
R,0,0,0,0,0,0,0,Y
F,29.98,0,14.99,14.99,0,0,0,N
PF,0,0,0,169.28,0,73.98,0,N
R,0,0,0,0,0,0,0,Y
R,0,0,0,0,0,0,0,Y
R,0,0.18,0.63,0.64,0.01,0.98,0.29,N
F,0,0,0,0,0,0,0,Y
R,0,3.31,0.65,0,1.52,0,0,N
F,0,0,0,0,0,0,0,Y
R,0,0,0,0,10.48,67.02,45.96,N
R,1012.58,167.49,67.43,119.85,71.81,194.51,45.59,N
R,0,0,0,0,0,0,0,Y
R,0,0,0,0,0,0,0,Y
R,65.85,60.97,58.39,0,57.88,314.55,182.48,N
F,0,0,0,0,0,0,0,Y
R,63.7,134.96,202.56,45.95,77.11,45,102.95,N
R,528.55,515.05,1604.33,732.02,1256.39,1231.84,1572.04,N
R,0,0,0,0,0,0,0,Y
R,15.8,0,65.67,293.37,73.04,0.23,0,N
F,0,0,0,988.28,535.63,574.78,273.46,N
R,0,0,0,0,0,0,0,Y
R,0,61.44,0,14.99,14.99,46.47,17.25,N
R,0.08,0,0,0,0,0,0,N
R,6.35,99.45,41.42,29.8,7.24,4.32,0,N
R,0,0,0,0,0,0,0,Y
R,605.02,0,0,0,0,0,0,N
R,0,0.72,0,0,0,0,0,N
R,120.27,122.3,213.87,55.11,9.49,35,21.21,N
R,26.48,24.36,0,43.01,0,96.45,105.48,N
R,0,0,0,0,0,0,31.48,N
R,0.21,0.22,0,0,1.31,0,0,N
R,0,0,0,0,0,0,11.96,N
R,0,0,0.17,0,0,0,0,N
F,53.74,116.08,17.83,0,129.93,473.03,0,N
R,0,33.1,85.74,0,0,0,0,N
R,0.95,0,0,0,0,0,0,N
F,0,0,7.5,0,14.29,1.7,0,N
R,14.76,32.51,31.59,33.72,28.28,32.04,29.55,N
R,29.98,14.98,0,14.99,0,0,0,N
R,0,0,0,0,58.76,0,0,N
R,0,0,0,0,0,0,0,Y
R,0,0,0,0,0,1.05,0.89,N
R,0,0,0,0,0,0,0,Y
F,0,0,0,0,0.26,0,0,N
PF,53.23,121.19,100.53,25.93,107.29,7.47,5.96,N
PF,0,0,0,0,0,0,0,Y
R,200.6,0,0,0,0,0,0,N
R,0,0,74.93,0,0,74.93,0,N
R,0,0,0,0,0,0,0,Y
R,0,0,0,0,0,0,0,Y
R,0,0,0,0,0,0,0,Y
R,0,0,0,0,0,0,0,Y
R,0,0,0,0,0,0,0,Y
F,14.99,0,0,0,0,59.96,0,N
R,222.14,61.63,2481.87,1186.66,8106.29,1881.02,9053.22,N
R,14.99,0,59.96,0,0,36.69,29.98,N
R,0,0,0,0,0,0,0,Y
F,0,0.52,9.76,0,0,0,0,N
R,0,0,0,0,0,9,0,N
R,0,0,0,0,0,0,0,Y
R,191.86,171.55,146.31,115.3,425.71,295.59,455.76,N
R,38.62,22.59,50.32,0,32.28,4.24,12.29,N
F,0,0,0,0,0,0,0,Y
R,4.35,72.46,0,1.37,0,17.09,17.05,N
R,3.78,17.3,9.8,5.26,0,0,0,N
R,6.24,23.63,24.98,7.05,0.66,4.91,0.98,N
R,0,51.84,10.67,33.05,0,0,0,N
R,122.13,1825.28,4223.45,123.04,319.94,0,0,N
R,0,0,0,0,0,0,3.75,N
R,2.76,0,0,0,0.59,0,0,N
R,0,0,0,0,0,0,0,Y
R,0,0,0,0,0,0,0,Y
R,0,0,0,0,0,0,0,Y
R,0,0,0,0,0,0,0,Y
F,0,0,0,0,0,0,0,Y
R,0,0,0,0,0,0,0,Y
R,616.13,532.59,463.21,438.57,175.18,105.83,101.41,N
R,0,0,0,0,0,0,0,Y
F,0,0,0,0,0,0,0,Y
R,0,28.28,71.19,34.04,221.37,172.97,128.07,N
R,0,0,0,1.5,0,29.98,0,N
R,0,0,0,0,0,0,0,Y
R,2271.9,1489.51,5184.29,1927.07,0,0,231.67,N
R,0,133.61,401.39,116.89,42.5,287.85,14.99,N
R,0,0,0,0,0,0,0,Y
PF,0,0,0,0,0,0,0,Y
R,0,180.75,0,355.24,775.08,266.76,296.87,N
R,0.71,0.09,2.03,0.77,1.5,1.1,1.08,N
R,4658.49,4505.92,7763.69,36.72,14.99,4.5,0,N
R,7.23,0,0.16,0,0,0,0,N
R,0,0,554.35,357.58,146.93,817.23,179.91,N
R,329.78,381.65,304.91,352.89,359.73,287.43,269.82,N
R,1.73,0,1.81,0.73,0,1.53,1.06,N
R,0,0,0.27,0,0,0.15,0,N
R,0,57.61,101.6,96.3,0,71.37,64.98,N
R,0,0,0,0,0,0,0,Y
R,0,0,0,0,0,0,0,Y
R,0,0,0,0,0,0,0,Y
R,0,3.24,27.83,10,10.89,4.63,10.26,N
R,46.89,0,0,0,89.12,7.5,40.48,N
R,200.6,0,158.47,0,0,0,416.18,N
F,0,0,0,0,0,0,0,Y
R,0.43,0,0,0,0,0,0,N
R,0,0,0,0,0,564.54,0,N
R,1.37,0.78,1.13,2.09,0.38,1.08,1.1,N
R,0,0,0,0,0,0,0,Y
R,0,0,18.64,0,0,0,0,N
R,0,0,0,0,0,0,0,Y
R,2.92,0,0,3.75,3.75,10.77,3.75,N
R,0,0,0,0,0,0,0,Y
R,0,373.64,277.29,0,0,0,0,N
R,466.24,220.13,258.86,173.1,500.66,589.88,97,N
R,0,0,0,0,0,0,0,Y
PF,0,0,38.03,0,0,7.49,0,N
R,303.54,187.94,104.18,0,192.62,254.81,97.43,N
R,60.27,50.93,69.39,36.26,24.76,50.96,27.84,N
F,0,0,0,0,0,0,0,Y
R,0,14.97,225.55,278,604,309.49,299.72,N
R,0,64.97,5.05,0,0,0,0,N
R,0,0,0,0,0,0,0,Y
R,0,0,0,0,0,0,0,Y
R,149.43,32.33,18.12,78.1,48.86,0,3.04,N
R,14.99,0,2.26,0,0,0,0,N
R,0,0,0,0,0,0,0,Y
R,0,0,0,0.18,0,0.54,0.01,N
R,0,0,0,3.75,7.9,3.75,67.48,N
R,0,0,0,0,0,0,0,Y
R,0.96,0.16,0,0,0,0,0,N
R,0,0,0,0,0,0,0,Y
R,29.98,0,74.93,194.83,299.77,125.35,96.65,N
PF,0,0,0,0,0,0,14.99,N
R,0,0,944.21,0,0,5.14,0,N
R,0,0,0,0,0,0,0,Y
R,18.02,0,0,0,0,0,0,N
R,1.78,2.64,0.56,0.73,4.68,0,0,N
R,0,0,0,0.15,0,0,0.14,N
R,0,0,0,0,0,0,0,Y
R,0,0,0,0,0,6.6,0,N
F,3.49,0.25,1.31,0,0.47,0,0,N
R,0,0,0,0,0,0,0,Y
R,49.43,14.99,0,59.96,288.52,344.74,247.32,N
R,0,0,0,0,0,0,0,Y
PF,0,0,0,0,0,0,0,Y
R,0,0,0,0,44.81,0,32.35,N
F,13.39,1.87,0,0,0,0,0,N
F,0,0,0,0,0,14.99,0,N
F,0,0,0,0,0,0,0,Y
R,1525.15,1494,294.96,1255,1374.02,392.61,1073.94,N
R,0,140.08,2237.07,596.1,0,1589.83,1331.27,N
R,0,0,0,0,0,0,0,Y
F,0,0,0,0,0,0,0,Y
F,5.87,5.9,0,0,0,0,0,N
R,238.69,2229.72,268.53,87.16,0,2228.48,4452.36,N
R,5.61,0,47.51,151.23,0,79.88,0,N
R,48.85,15.68,5.37,11.74,54.2,44.06,74.89,N
R,0,0,0,0,0,0,0,Y
R,0,0,0,0,0,0,0,Y
PF,0,0,0,0,0,0,0,Y
F,0.23,0.32,0,0.84,0,0,0,N
R,148.44,139.17,29.3,0,0,82.92,90.32,N
R,737.5,4246.35,3393.09,355.63,3.75,611.14,4153.82,N
R,0,0,0,0,0.59,0,0,N
R,0,0,0,0,0,0,0,Y
PF,0,0,0,0,0,0,0.1,N
R,0,0,0,0,0,0,0,Y
R,156.95,438.51,0,0,0,0,0,N
R,0,0,0,0,0,0,0,Y
R,0,0,0,0,0,0,0,Y
R,0,0,0,0,0,0,33.42,N
R,0,0,0,0,0,0,0,Y
R,0,0,0,0,0,0,0,Y
R,0,8.36,19.02,0,0,0,0.25,N
R,0,1569.33,453.95,0,0,0,0,N
F,0,0,0,0,0,0,0,Y
R,0,0,0,0,0.23,0,0,N
R,140.78,1135.43,1109.81,1213.47,7.61,235.9,173.48,N
R,0.33,122.88,371.82,65.24,10.14,0,0,N
R,3.72,20.81,0,0,0,0,0,N
R,0,0,0,0,0,0,0,Y
R,0,157.12,4.5,0,0,0,0,N
R,59.96,0,0,14.99,0,0,3.29,N
R,0,19.3,9.77,9.5,27.78,72.1,12.61,N
R,482.47,332.2,368.21,1162.25,3.54,978.73,2134.1,N
R,64.6,25.4,6.45,0,0,0,0,N
R,20.85,0,7.63,0,0,0,1.36,N
R,2.05,0,0,0,0,0,0,N
R,505.56,29.89,0,27.43,4.03,4.79,0,N
R,775.46,512.62,2.17,1272.45,708.33,891.62,369.8,N
R,47.81,380.86,236.89,123.74,246.47,220.87,306.74,N
R,0,0,0,0,0,0,0,Y
R,10.5,0,11.24,0,3,0,0,N
R,30.41,4.68,0,26.49,0.98,28.03,46.7,N
R,0,31.47,0,0,32.98,0,73.45,N
R,0,14.99,3.75,0,0,0,0,N
R,0,0,19.03,245.6,138.91,280.35,292.54,N
R,809.06,277.46,706.09,0,0,564.98,306.32,N
R,0,0,14.99,0,0,0,0,N
R,0,0,0,0,0,0,0,Y
R,0,0,0,0,0,0,0,Y
R,13.46,0,0,0,0,0,0,N
R,84.05,39.36,0,3.71,0,0,20.31,N
R,164.89,107.36,169.98,74.95,133.98,206.57,149,N
R,0,0,0,0,0,0,0,Y
F,0.61,0,6,0,0,0,0,N
R,564.23,23.98,0,0.98,0,79.2,235.95,N
R,8.76,0,0,115.7,0,0,0,N
R,0,76.06,447.73,0,0,1075.64,1379.39,N
R,38.97,23.99,59.96,67.44,27.73,0,50.22,N
R,6942.29,4029.42,3978.49,7132.04,0,1616.6,8862.72,N
R,0,14.54,0,9.4,143.3,96.82,2.86,N
R,779.92,389.76,1148.21,476.84,709.85,732.89,350.14,N
R,0,200.6,2179.84,601.8,2253.58,0,0,N
R,0,0.76,0,0,0,0,0,N
R,236.21,394.98,300.36,0.61,40.77,268.24,450.61,N
R,0,0,0,0,0,0,0,Y
F,0,0,0,0,0,0,0,Y
R,0,0.32,0,0,0,0,0,N
R,103.72,16.56,7.96,0,0,0,0,N
R,0,0,29.98,29.98,29.98,14.99,14.99,N
F,0,0,0,0,0.08,0,0,N
R,337.22,101.17,131.15,0,0,3.75,52.48,N
R,0,0,0,0,0,0,0,Y
R,1335.47,331.54,0,238.34,0,0,0,N
R,48.4,224.5,153.42,8.58,53.48,107.82,25.19,N
F,0,301.22,0,0,0,0,0,N
R,0,0,0,0,0,0,0,Y
R,0,0,0,0,0,0,0,Y
R,0,0,0,29.98,14.99,14.99,113.09,N
R,0,0,0,0,0,0,0,Y
R,0,0,0,0,0,0,0,Y
R,0,0,0,0,0,0,0,Y
R,0,0,0,0,0,0,0,Y
R,0,0,0,0,0,0,0,Y
R,75.93,33.69,158.9,121.17,135.04,167.17,0,N
R,190.24,44.46,0,89.43,0,0,0,N
R,0,0,0,0,0,0,0,Y
R,0,0,90.28,2.86,224.18,0,500.8,N
F,0,0,0,0,0,0,0,Y
R,0.01,1,1.41,0,0,0,0,N
R,16.3,254.31,8.23,7.31,84.32,32.75,0,N
R,1687.44,2085.55,75.01,363.22,847.32,3.54,0,N
R,0,0,0,0,0,0,0,Y
R,16.26,273.81,580.9,172.48,137.27,167.51,79.88,N
R,0,0,0,0,0,0,0,Y
R,0,0,0.06,0.47,0,3.95,0.2,N
R,0,0.18,0,0,0,11.8,16.82,N
R,0,0,0,0,0,0,0,Y
R,0,0,39.81,0,0,0,0,N
R,0,0,25.5,0,0,0,0,N
R,0,0,0,0,0,0,0,Y
PF,0,0,0,0,0,0,0,Y
R,0,0,0,0,0,0,0,Y
R,0,0,2.27,0,6.08,2.07,28.34,N
R,0,0,0,0,0,0,0,Y
R,0,0,0,0,0,0,0,Y
R,3.55,0,0,0,1.54,0,0,N
R,14.98,0,0,0,0,0,0,N
R,1.35,0,3.33,0,0,0,0,N
PF,0,0,0,0.27,0,1.23,0.48,N
R,62.6,227.73,173.93,184.11,276.83,24.26,34.79,N
R,29.98,383.16,189.4,622.35,120.15,707.59,603.09,N
R,0,0,0,0,0,0,0,Y
R,41.97,29.24,3.75,7.5,0,44.3,4.54,N
R,0,0,0,0,0,0,0,Y
R,0,0,0,0,0,0,0,Y
R,22.5,18.75,15,22.5,7.5,26.25,26.25,N
R,0,0,0,44.97,14.99,0,29.98,N
R,0,0,0,0,0,2202.39,0,N
R,0,0,0,0,0,0,0,Y
F,7.49,12,0,0,0,1.55,0,N
PF,0,0,0,0,0,0,0,Y
R,6156.82,2230.15,1308.96,3126.85,1064.48,7541.58,632.01,N
R,0,56.56,23.64,15.44,16.19,0,27.51,N
R,0,0,0,0,0,0,0,Y
R,0,0,10.48,6.32,0.33,0.36,0,N
R,6419.41,69.85,10.36,123.73,2.76,70.49,6.09,N
R,1230.36,315.82,666.89,0,427.75,883.11,1235.59,N
R,5716.9,3300.71,11976.86,3865.58,4065.67,7113.08,6909.07,N
R,0,0,0,0,0,20.25,3.75,N
R,26.14,9.22,0,0,0,0,0,N
R,0,0,0,0,0,0,0,Y
R,0,0,0,0,0,0,0,Y
R,11.76,1.88,2,23.67,9.92,5.66,10.35,N
R,0,85.87,43.35,109.23,88.12,71.92,151.88,N
R,0,0,0,0,0,0,215.59,N
R,0,3.75,0,0,3.75,7.5,33.72,N
R,0,178.21,89.92,20.22,1.27,99.07,2.43,N
R,0,0,0,0,0,0,0,Y
R,0,0,0.27,0,0,0.1,0,N
R,0,0,0,0,0,0,0,Y
R,0,0,0,0,0,0,0,Y
F,0,0,0,0,0,0,0,Y
F,1.82,1.7,2.49,0,0,0,0,N
R,0,0,0,0,0,0,0,Y
R,0,0,0,0,0,0,0,Y
R,0,0,0,0,0,0,0,Y
R,283.03,2443.31,317.66,425.48,9047.52,1423.24,6249.95,N
R,1.71,0,0,0,0,0,0,N
R,0,0,0,0,0,0,0,Y
F,0,2.82,0,0,0,0,0,N
R,0,0,0,0,29.98,0,0,N
R,0,0,0,0,0,0,0,Y
R,0,0,0,0,0,0,0,Y
R,0,0,0,0,0,0,0,Y
R,0,0,19.49,0,0,112.42,0,N
R,0,0,0,0,0,0,0,Y
R,0,0,0,0,0,0,0,Y
R,0,18.83,0,0,9.02,36.08,0,N
R,0,0,0,0,0,0,0,Y
R,0,215.99,970.79,32.39,155.01,157.21,53.88,N
R,0,0,0,0,0,0,0,Y
R,0,0,0,0,2.37,0,0,N
R,28.3,3.29,11.39,3.64,26.22,17.49,15.89,N
R,27.75,484.64,55.22,336.29,515.28,564.64,9.62,N
F,40.83,25.37,2.85,0,0,0,0,N
R,22.35,178.59,199.77,136.57,142.78,63.48,446.51,N
F,0,0,0,52.46,0,0,0,N
R,0,0,0,0,0,0,0,Y
F,0.56,0.57,0,0,0,0,0.24,N
R,0,0,0,0,0,0,0,Y
R,0,0,0,0,0,0,0,Y
R,0,0,0,0,52.65,1.61,2.25,N
F,0,0.33,0,0,0,0,0,N
R,224.79,0,0,0,0,300.64,77.55,N
R,0,0,0,0,0,549.22,1432.56,N
R,74.97,0,0,0,0,0,0,N
R,585.8,404.72,306.15,29.98,214.14,139.2,604.43,N
R,0,0,0,0,0,0,0,Y
F,0,0,0,0,0,0,0,Y
R,0,0,0,0,0,0,0,Y
R,164.28,686.79,250.95,130.71,105.34,148.89,49.42,N
F,0,0,0,0,0,0,0,Y
R,0,6.06,0.15,0.46,0,0,0,N
R,0,0,0,0,0,0,0,Y
R,0,0,0.42,0,0,0,0,N
R,0,0,0,0,0,0,0,Y
F,78.82,3.76,0,0,0,0,1.91,N
R,0,0,0,0,0,0,0,Y
R,19.47,542.64,0,0,0,0,0,N
R,0,0,0,0,0,0,0,Y
R,19.67,8.04,5.62,19.36,7.53,12.81,1.95,N
R,0,0,0,0,0,95.89,158.15,N
R,0,23.25,7.5,7.5,9,11.25,20.25,N
R,0,0,0,0,0,0,0,Y
R,26.23,37.49,41.21,71.21,48.72,26.24,15,N
R,0,0,0,0,0,0,0,Y
R,0,0,0,0,0,0,0,Y
R,20.82,6.96,16.23,27.86,4.5,4.05,1.96,N
R,612.4,580.14,404.05,0,0,1571.55,1494.01,N
R,0,1.52,23.27,29.98,0,0,14.99,N
R,0,0,0,0,0,0,0,Y
R,3,316.61,666.38,475.01,0,0,14.99,N
PF,0,0,0,0,0,0,0,Y
F,0,0,0,0,0,0,0.34,N
R,0,0,0,0,0,0,0,Y
R,8.56,14.99,29.98,0,121.4,106.43,142.38,N
R,527.14,0.22,454.17,1109.76,202.62,68.01,357.83,N
R,0,0,0.24,0,0,0,0,N
R,102.19,298.87,1.5,0,0,0,0,N
R,243.35,0,0,0,0,25.13,0,N
F,0,0,0,0,0,0,2.26,N
R,0,0,0,0,0,0,0,Y
R,0,0,0,168.6,0,0,5.25,N
F,0,27.91,55.78,23.53,0,0,0,N
R,1.09,0.05,0,0,0.09,0,0,N
F,0,0,0,0,0,0,0,Y
R,0,197.68,59.94,0,0,0,143.54,N
R,0,74.93,0,0,0,0,0,N
R,0,0,0,0,47.23,4.7,0,N
R,0,0,0,0,0,0,0,Y
R,0,0,0,0,0,0,0,Y
R,65.44,15.9,60.2,109.28,2.52,38.9,0,N
R,0,0,0,0,0,0,0,Y
R,0,0,0,0,0,0,200.6,N
R,3.75,0,1.68,0,0,0,0,N
R,0,0,0,0,0,0,0,Y
F,0,83.81,0.76,0,0,0,0,N
R,0,0,0,0,0,0,0,Y
R,299.11,849.32,159.96,124.59,319.12,461.18,977.78,N
R,30.12,14.98,7.49,0,18.73,11.46,0,N
R,62.1,22.48,2.38,0.2,1.67,0,0.86,N
R,69.13,1321.09,404.95,149.86,0,275.53,200.6,N
R,0,0,0,0,0,17.47,61.91,N
R,179.84,69.3,0,3.75,0,74.93,0,N
R,0,0,0,0,0,0,0,Y
R,0,0,0,0,0,0,0,Y
R,0,0,0,0,0,0,0,Y
R,0,0,0,0,0,0,0,Y
R,0,0,0,0,0,0,0,Y
R,9.43,0,0,0,0,0,0,N
R,29.98,116.16,116.18,59.96,131.16,59.96,29.98,N
R,0,0,0,0,0,0,0,Y
PF,0,0,0,0,0,0,0,Y
R,0,0,0,0,0,0,0,Y
R,1.98,1.73,0.37,0,0,0.14,0.24,N
R,0,230.57,249.31,417.94,0,0,0,N
R,0,200.6,215.59,0,0,0,30.74,N
R,0,0,11.27,0,1.52,0,0,N
R,0,0,0,0,0,0.07,0.42,N
R,4311.79,0,30.27,163.66,49.45,5263.58,4237.01,N
R,0,1.44,0,18.73,18.74,0,44.96,N
R,0,0,0,0,0,0,0,Y
R,0,0,0,0,0,2791.67,180.54,N
R,0,0,0,0,0,0.36,0,N
R,0,0,0,0,0,0,0,Y
R,0,0,1.5,27.74,0,0,20.24,N
R,100.25,0,344.01,211.67,103.79,0,134.48,N
PF,0,2.11,0,0,0,2.47,0,N
PF,0,0,0,0,0,0,0,Y
R,303.55,262.33,284.81,303.55,344.77,329.78,419.72,N
R,0,0,0,0,0,0,0,Y
R,0,0,0,0,0,0.14,0,N
R,285.47,44.13,299.75,139.78,302.55,58.13,70.17,N
R,14.99,59.96,0,0,0,0,0,N
R,0,401.2,1203.6,74.93,149.86,302.27,601.8,N
R,8.19,0,107.47,2.63,0,0,0,N
R,0,0,0,0,0,1172.46,0,N
R,0,0,0,0,1.78,0.39,0,N
R,0.72,0.63,3.78,2.53,1.96,1.73,22.28,N
R,0,2.55,0.19,0,0,0,0,N
F,0,0,288.7,137.63,160.87,0,0,N
R,34.91,405.2,143.4,57.82,85.01,44.97,104.55,N
R,0,0,0.99,0,0,0,0,N
R,0,0,0,0,0,0,0,Y
R,0,0,0,0,0,13.41,51.15,N
F,0,0,0,0,0,0,0,Y
R,140.52,83.54,99.33,3.87,38.34,25.3,0,N
R,3,43.44,71.5,18.33,8.92,16.68,25.36,N
R,0,0,0,0,0,0,0,Y
R,3.43,2.85,1.65,2.47,6,0,3.91,N
R,11.26,1.5,0,0.76,0,0,0,N
R,0,0,0,0,0,0,0,Y
R,4.53,90.63,47.21,5.39,0,0,95.72,N
R,0,0,0,0,0,0,0,Y
R,59.48,504.8,0,0,0,0,0,N
F,0,0,0,3.75,0,0,0,N
F,0,0,0,0,0,1.5,0,N
R,4.35,0,2.26,2.33,23.63,15.47,29.63,N
R,1699.79,4047.4,2264.31,3733.52,5797.93,4436.8,3433.8,N
R,100.42,0,1943.41,435.17,0,0,0,N
R,0,0,0,0,2.27,198.75,15.04,N
